overall,reviewText,,,,,,,,,,
5,"I am delighted with this amazing phone. I used to have a Samsung Galaxy S3 i747, I got tired of it due to the slow response, bloatware and overall performance issues. The HTC One M8 is amazing, not only on the design, quality and look but also with its performance, screen, speed, software, speakers, sound quality, clarity of voice call, multitasking, camera (rear and front), screen size, resolution, etc. etc. etc. There hasn't been a single day in the last 2 months that I have had the phone that have presented any issue, synchronization, software bug, slow response, crash, etc., even when I leave a lot of apps running in the background, this is a true multitasking phone that will comply with all of your demands in memory, speed, processing and responsiveness in any way. The battery duration is real good. I have used it heavily during the whole day and it will have to be recharged after 10 to 12 hours after heavy use (LTE, screen, games, videos, music streaming), and it has 2 power save modes: Moderate (dim the screen 20 to 30%) and extreme which will make the phone basically with basic functions with screen in B&W to have battery enough for calls and some notifications.The only feedback is that the camera on the Samsung Galaxy S5 is slighter better and waterproof, but otherwise in overall specifications this phone is excellent and I'll tell you why: It doesn't have bloatware from the operator, its SIM lock free and has all the 3G and LTE bands to use it in the US and Latin America.Let's see if Apple can really beat Android Phones this time (with the upcoming ""iPhone 6""), which I doubt, because if they do....the phone will cost a real fortune -as usual- and then....Apple will discontinue your phone with an ""iPhone 6S"" in a couple of months...Bottom line: Best Phone of 2014!",,,,,,,,,,
5,"my wife is happy with it, I have heard her say it sometimes doesnt work well with the cordless charger. Item was dropped at neighbors box and we recieved it 2 days later. recieved as described. A+,A+,A+,A+.",,,,,,,,,,
4,Nice product very cute,,,,,,,,,,
5,"gave it as a gift, it fits and works well",,,,,,,,,,
5,"it's just like the iphone 4 bumper case. the buttons are not quite as nice as the buttons on apple's bumper case. but for the money, it's a no brainer! keeps the beveled edgesprotected and exposes the back of the iphone 5. i love the back of the iphone 5. you should probably ghost armor the back though",,,,,,,,,,
5,"I usually wouldn't review a cable, but these came in and I was impressed.  Nice packaging, cables are strong and rugged.  I thought I was going to get some weird Chinese cables, these are a nice build quality.",,,,,,,,,,
4,"There are lots of nicer versions of tuna strainers, but all I needed was something that I could wash that would fit both the large cans and small cans. This fits that need perfectly. It's two separate pieces that twist to lock together or that you can unlock with a twist to use the middle smaller part for regular sized tuna cans. It fits nicely into both size cans. I was initially a little worried that it would be hard to hold the little wavy handle while draining cans, but unless I get it wet and slick, it's fine. It's perforated with small holes, but so far they haven't gotten jammed up and it's quick and easy to hand wash. I take it apart when I wash it and then put it back together when it's dry.So pros- Inexpensivetwo sizes to fit most canseasy to cleanbright blue, easy to find in a utensil drawerCons- the handle gets a bit slick if it gets wet",,,,,,,,,,
5,"My phone can actually last a whole day now!  I use my phone a lot, and typically I would have to charge it up during lunch if I wanted it to last til I got home. This battery isn't quite double the battery life, but its definitely a lot longer than the original.It is pretty bulky though. Personally I don't mind much... But if you really want a slim phone, this is not for you.",,,,,,,,,,
5,"Love the grip.  Fun case to have,  provide protection, but not heavy duty.  Best suited for adults or someone who does not drop phones frequently.",,,,,,,,,,
5,Installation was perfect and screen protector looks awesome!,,,,,,,,,,
5,good product,,,,,,,,,,
5,great looking,,,,,,,,,,
5,Keeps my phone secure!!,,,,,,,,,,
5,Holy **** this charger is fast!,,,,,,,,,,
5,"I was a little disappointed with this set. The case is fine it works well, but the little feather decoration that is supposed to go into my S7 phone doesn't fit.The company responded to my complaint and were very fast in coming to a solution, which ended in a refund. I am now very happy with the way the company handled this and I will probably buy from them again.. They are a very good company.",,,,,,,,,,
5,This is my second headset replacing the Motorola one that came with my cell phone.  People I call tell me that the sound is very clear on their end and cannot tell that I am using the headset - sounds just like I am talking into the phone.  That was not the case with the first one. I travel a lot and wear the headset for long periods.  My ear does not get tired or sore from having it on.  The headset seems well balanced and never seems like it is going to fall off regardless of what I am doing.  I also like that it folds flat for easy carrying in my shirt pocket.,,,,,,,,,,
3,"The beads really get in the  way so I just took them iff.  The other problem is there is NO hand strap.  Outside of that, it is very pretty.",,,,,,,,,,
3,"This case looks great! Thin profile with shock proof protection....what more can you ask for!? As for all the talk regarding the focus being blocked, etc....Verus has addressed this. It is a non-issue with them. Very excited about this product!UPDATE: I just received my new phone yesterday, and put the case on. First, the cut out on for the camera does not block anything; however, it is not centered correctly. It's functional, so this is not too big of a deal, but little details like this bother me. Second, the USB hole for the cable is too small. When you plug it in to charge, you have to shove it in and then when you unplug it you have to be careful not to snap the case because it is stuck in the hole. This IS a big deal in my opinion. I'll be looking for a new case. Bummer, cause this case is sharp looking.UPDATE #2 (as of November 9th): I emailed Verus and they are sending me a new bumper that has been revised so the USB cable fits. I still have not received it, but expect to have it shortly. I've bumped my review up to 3 stars. If everything fits probably, I'll bump it up to 4 stars. It could have been a 5 star product if these issues were corrected before they sent out the cases. Not really sure why the product was rushed out the door, especially since most of us did not have our phones until the last week of October / beginning of November.",,,,,,,,,,
